Pass Yds,Yds/Att,Att_x,Cmp,Cmp %,TD_x,INT,Rate,1st,1st%_x,20+_x,40+_x,Lng_x,Sck,SckY,Rush Yds,Att_y,TD_y,20+_y,40+_y,Lng_y,Rush 1st,Rush 1st%,Rush FUM,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%_y,Rec FUM,Rec YAC/R,Tgts
21,3.5,6,4,66.7,0,1,32.6,1,16.7,0,0,10,2,7,14,4,0,0,0,11,2,50.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,2,1,1,0,0,2,1,100.0,0,61,685,0,6,0,37,35,57.4,0,276,80
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,10,141,1,1,0,25,6,60.0,0,34,17
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,131,47,2,0,0,17,13,27.7,0,12,75,0,0,0,14,3,25.0,0,77,13
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,2,0,0,0,6,0,0.0,0,4,34,0,0,0,13,3,75.0,0,5,8
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,9,0,0,0,9,1,0.0,1,9,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,8,2,0,0,0,5,0,0.0,0,19,190,2,4,0,30,8,42.1,0,90,36
1760,7.6,232,170,73.3,13,4,106.2,96,41.4,19,3,80,13,101,41,12,0,0,0,13,5,41.7,2,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,13,0,0,0,7,0,0.0,0,8,3
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,4,2,0,0,0,2,2,100.0,0,30,402,6,5,2,67,17,56.7,1,284,42
0,0.0,1,0,0.0,0,0,39.6,0,0.0,0,0,0,0,0,7,1,0,0,0,7,0,0.0,0,30,423,0,7,1,50,21,70.0,0,81,45
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,1,1,169,48,0,1,0,25,7,14.6,0,6,42,0,0,0,10,2,33.3,0,53,6
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,117,22,1,0,0,19,9,40.9,0,8,97,2,1,0,33,6,75.0,0,37,12
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,161,43,1,0,0,19,10,23.3,0,17,88,0,1,0,29,4,23.5,0,113,18
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,169,1,2,1,84,4,57.1,0,116,7
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,429,85,2,3,0,24,27,31.8,0,9,56,0,0,0,13,2,22.2,0,57,9
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,86,11,0,1,1,43,4,36.4,0,3,-2,0,0,0,2,0,0.0,1,4,3
0,0.0,1,0,0.0,0,0,39.6,0,0.0,0,0,0,0,0,3,1,0,0,0,3,1,100.0,0,29,273,0,3,0,30,14,48.3,0,130,39
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,29,252,2,5,0,27,12,41.4,0,136,44
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,128,27,1,1,0,33,4,14.8,0,10,56,1,1,0,24,3,30.0,0,64,13
377,5.7,66,39,59.1,1,1,73.9,19,28.8,3,0,25,7,45,67,16,1,1,0,20,6,37.5,1,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22,256,0,3,1,63,7,31.8,0,151,33
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,38,495,2,6,0,37,30,79.0,0,108,59
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0.0,0,6,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,47,0,0,0,17,2,50.0,0,24,8
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,47,7,0,0,0,16,2,28.6,0,49,571,3,7,1,80,30,61.2,0,204,74
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,11,2,0,0,0,10,1,50.0,0,0,0,0,0,0,0,0,0.0,0,0,0
36,4.5,8,6,75.0,1,0,122.9,3,37.5,0,0,9,0,0,7,1,0,0,0,7,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,587,116,3,5,1,45,28,24.1,2,22,145,0,0,0,19,6,27.3,1,145,27
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,-7,6,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,16,178,1,2,0,36,8,50.0,0,46,26
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,4,1,0,0,4,1,100.0,0,0,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,11,2,0,0,0,6,1,50.0,0,1,8,0,0,0,8,0,0.0,0,13,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,18,3,0,0,0,14,1,33.3,0,61,441,2,2,0,23,23,37.7,0,229,89
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,0,1,1,100.0,0,0,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,41,399,1,5,0,29,18,43.9,0,240,52
1447,7.1,203,136,67.0,10,9,85.6,60,29.6,17,5,98,35,194,175,36,0,1,0,21,18,50.0,1,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,22,0,0,0,10,1,33.3,0,4,6
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,46,19,0,0,0,9,1,5.3,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,40,1,0,0,17,3,60.0,0,20,9
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,70,0,0,0,19,4,57.1,0,28,18
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,22,5,0,0,0,8,2,40.0,0,33,340,4,5,0,35,19,57.6,0,72,51
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,30,2,0,1,0,24,1,50.0,0,2,6,0,0,0,11,1,50.0,0,5,2
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,49,11,2,1,0,21,2,18.2,0,28,353,4,3,1,54,20,71.4,0,188,54
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,238,71,4,0,0,13,16,22.5,0,27,191,1,2,0,30,5,18.5,0,204,33
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,5,0,0,0,5,0,0.0,0,2,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,49,466,3,5,0,24,27,55.1,1,108,69
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-2,0,0,0,-2,0,0.0,0,-2,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,242,74,2,0,0,16,13,17.6,2,23,187,1,1,0,21,11,47.8,0,194,27
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,183,65,1,0,0,17,4,6.2,2,6,30,0,0,0,14,2,33.3,0,50,8
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,47,6,0,0,0,19,1,16.7,0,57,789,4,15,2,53,36,63.2,0,389,87
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,3,0,0,0,3,1,100.0,0,5,2
